"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_001","ACCT_011A","ACCT_011B1","ACCT_011B2","ACCT_013A","ACCT_013B1","ACCT_013B2","ACCT_014","ACCT_017","ACCT_018A","ACCT_018B1","ACCT_018B2","ACCT_021A","ACCT_022A","ACCT_023A","ACCT_041A","ACCT_058A","ACCT_058B1","ACCT_058B2","ACCT_062","ACCT_063","ACCT_076","ACCT_077","ACCT_078","ACCT_079","ACCT_081","ACCT_082","ACCT_090","ACCT_099","ACCT_110","ACCT_119","ACCT_120","ACCT_124","ACCT_125A","ACCT_125B","ACCT_125C","ACCT_125D","ACCT_125E","ACCT_126A","ACCT_126B","ACCT_126C","ACCT_126D","ACCT_126E","ACCT_131","ACCT_132","ACCT_133","ACCT_134","ACCT_135","ACCT_140","ACCT_142","ACCT_143","ACCT_144","ACCT_210","ACCT_230","ACCT_250","ACCT_260","ACCT_270","ACCT_280","ACCT_290","ACCT_305","ACCT_310","ACCT_314","ACCT_315","ACCT_320","ACCT_360","ACCT_370","ACCT_381","ACCT_384","ACCT_385","ACCT_389","ACCT_391","ACCT_393","ACCT_395","ACCT_396","ACCT_397","ACCT_399","ACCT_420","ACCT_430","ACCT_440","ACCT_451","ACCT_452","ACCT_453","ACCT_454","ACCT_455","ACCT_458","ACCT_460","ACCT_463","ACCT_475","ACCT_481","ACCT_482","ACCT_532","ACCT_547","ACCT_548","ACCT_549","ACCT_553","ACCT_554","ACCT_555","ACCT_560","ACCT_561","ACCT_564A","ACCT_564B","ACCT_593","ACCT_594","ACCT_595","ACCT_596","ACCT_599","ACCT_002","ACCT_115","ACCT_116","ACCT_117","ACCT_350","ACCT_565","Acct_661A","Acct_769A","Acct_769B","Acct_820A","Acct_954","Acct_925A","Acct_925B1","Acct_925B2","Acct_010A","Acct_010B","Acct_010C","Acct_730A","Acct_730B","Acct_730C","Acct_799I","Acct_814A","Acct_889A","Acct_889B","Acct_892A","Acct_892B","Acct_945A","Acct_945B","Acct_996","Acct_997","Acct_998","Acct_999","ACCT_779A","ACCT_785A","ACCT_798A","ACCT_814B","ACCT_865A","ACCT_900A","ACCT_900B","ACCT_900C","ACCT_900D","ACCT_900F","ACCT_903","ACCT_904","ACCT_905","ACCT_906","ACCT_961A","ACCT_972A","ACCT_972B","ACCT_972C","ACCT_972D","ACCT_972E","ACCT_973A","ACCT_973B","ACCT_976B","ACCT_982A","ACCT_982B","ACCT_982C","ACCT_982D","ACCT_982E","ACCT_983A","ACCT_983B","ACCT_986B","ACCT_617A","ACCT_618A","ACCT_718A","ACCT_617B","ACCT_617C","ACCT_618B","ACCT_618C","ACCT_883A","ACCT_883B1","ACCT_883B2","ACCT_883C","ACCT_881","ACCT_882","ACCT_822","ACCT_567","ACCT_568","ACCT_020C","ACCT_021C","ACCT_022C","ACCT_023C","ACCT_041C","ACCT_020D","ACCT_021D","ACCT_022D","ACCT_023D","ACCT_041D","ACCT_713A","ACCT_714A","ACCT_715A","ACCT_716A","ACCT_020E","ACCT_021E","ACCT_022E","ACCT_023E","ACCT_041E","ACCT_020F","ACCT_021F","ACCT_022F","ACCT_023F","ACCT_041F","ACCT_065A","ACCT_065B","ACCT_065C","ACCT_065D","ACCT_065E","ACCT_067A","ACCT_067B","ACCT_067C","ACCT_550J","ACCT_550K","ACCT_550L","ACCT_551J","ACCT_551K","ACCT_551L","ACCT_029A","ACCT_029B","ACCT_029C","ACCT_029D","ACCT_029E","ACCT_030A","ACCT_030B","ACCT_030C","ACCT_030D","ACCT_030E","ACCT_032A","ACCT_032B","ACCT_032C","ACCT_032D","ACCT_032E","ACCT_704F1","ACCT_704F2","ACCT_704F3","ACCT_704F4","ACCT_811B"
16858,12/31/2020 0:00:00,8845,0,0,0,0,1241565,0,0,1323903,0,1241565,0,0,10,3,0,13,0,0,0,0,42020,2,0,0,0,0,0,0,0,46915,0,3103,0,0,0,0,0,0,0,0,0,0,0,5806,0,0,0,0,0,0,0,0,6131,0,0,42805,797,1320,1275,0,0,0,0,-2022,29840,230694,0,0,304075,0,0,2854,0,0,113823,0,0,-3075,0,7,126,0,477,23,4,637,0,0,0,0,10,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50018,28581,5649,3580,0,-45916,0,20000,895,0,0,0,0,0,0,0,8148,513745,0,120000,0,0,0,3,125,0,0,0,81143,612,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000,0,0,55000,2118,1399,4668,3659,0,8327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16893,12/31/2020 0:00:00,8861,0,0,0,0,11096759,1428112,1335894,18536580,0,11835754,2575112,2078894,1,0,0,1,0,0,0,0,82020,3,0,0,0,1,0,0,0,735132,0,122340,0,0,0,0,0,0,0,0,0,0,0,78247,0,0,0,0,0,0,0,0,383879,8426,29327,54485,5450,114918,70008,0,0,0,0,4987,9528,2447608,0,0,830918,0,0,0,0,1150606,1873101,0,0,0,0,47,950,37,2075,6,39,3165,0,0,0,0,25,70,0,0,25,115,0,0,0,5,3,0,0,0,0,200,0,857472,596726,178100,188188,0,93818,2336,0,0,0,255512,55512,200000,0,0,0,58394,760033,682439,5966956,0,0,0,3,626,0,0,0,1968719,1062,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,1688119,0,133,0,1688119,0,0,0,0,0,700000,0,0,572357,1782,70339,0,0,0,0,0,0,0,0,0,0,0,0,0,66864,13467,0,0,13467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16933,12/31/2020 0:00:00,8884,0,0,0,0,26580162,1426122,1007591,33212724,0,26580162,1426122,1007591,6,0,0,6,0,0,0,0,122019,2,0,0,0,5,0,0,0,1132024,0,109468,0,0,0,0,0,0,0,0,0,0,0,184269,0,0,0,0,0,0,0,0,450263,3019,96457,536485,46947,47670,36970,0,0,0,0,7698,0,3176869,0,0,3461398,0,0,0,0,418566,3690049,0,0,0,0,700,2766,209,4166,214,134,8189,0,0,0,0,15,124,0,0,0,157,0,0,0,10,0,0,0,0,0,0,0,1241492,1006929,506234,114182,0,287654,0,70000,0,0,0,0,0,0,0,0,304183,4739463,0,6247532,0,0,0,3,3650,0,0,0,4036838,1215,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,68,0,0,0,7,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500000,0,0,988366,1738,47032,5077,0,0,5077,0,0,0,0,0,95543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16946,12/31/2020 0:00:00,8891,0,0,0,0,62324820,1686839,0,72042477,0,62324820,1686839,0,9,4,0,13,0,0,0,0,62020,3,0,0,0,1,1,0,0,1904052,0,146818,0,0,0,0,0,0,0,0,0,0,0,410867,0,0,0,0,0,0,0,0,1355809,33806,200485,503250,92189,169533,334169,0,0,0,0,16465,26672,16767945,0,0,13474925,0,0,0,0,1188363,1143249,0,0,4966,0,257,3302,230,10065,0,250,14104,0,0,0,0,10,61,0,0,7,42,0,0,0,22,0,0,0,0,0,0,0,2050870,1863760,1291363,141251,0,422745,0,78588,0,0,0,0,0,0,0,0,1100735,16561456,0,5218598,0,0,0,3,3955,0,0,0,7189926,998,0,0,0,55806,0,0,0,0,0,0,0,1,0,0,0,0,18,40,0,0,0,2,31,0,5,10,0,0,0,0,5,0,573,12204970,0,573,0,12204970,0,0,0,0,0,3000000,0,0,73570,1587,8436,0,0,0,0,0,0,0,0,0,86272,170401,0,23902,97689,60572,23462,0,84034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0
16947,12/31/2020 0:00:00,8892,0,0,0,0,13845826,973984,823045,17529920,0,13845826,973984,823045,10,0,0,10,0,0,0,0,122020,2,0,0,0,2,2,0,0,630778,0,72291,0,0,0,0,0,0,0,0,0,0,0,189532,0,0,0,0,0,0,0,0,474405,9536,41229,103716,5176,70726,108292,0,0,0,0,3970,10497,4428240,0,0,107319,0,0,0,0,525429,663710,0,0,0,0,122,982,136,2236,180,163,3819,0,0,0,0,10,124,0,0,0,189,0,0,0,8,0,0,0,0,0,0,0,703069,629665,284750,79195,0,86868,22905,0,12513,0,0,0,0,0,0,0,181580,4516569,0,3267905,0,0,0,3,645,0,0,0,1774513,1012,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,8,0,0,0,12,0,0,7,1,0,0,0,4,0,0,51,206586,0,51,0,206586,0,0,0,0,0,1150000,0,0,395626,1700,5915,2464,0,0,2464,0,0,0,0,0,0,0,0,0,16836,6549,0,0,6549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16951,12/31/2020 0:00:00,8894,0,0,0,0,29055964,7377861,4917140,69355189,0,31953964,14371806,13050093,1,0,2,3,0,0,0,0,122019,3,0,0,0,1,0,0,0,2736416,0,79312,0,0,0,0,0,0,0,0,0,0,0,116486,0,0,0,0,0,0,0,0,1319925,10463,136425,130538,16276,8794,225365,0,0,0,0,17125,1716,1194167,0,0,525633,0,0,0,0,0,3154802,0,0,0,42343,293,874,210,4291,61,0,5798,0,0,0,0,0,235,0,0,15,85,0,0,0,10,0,0,0,0,0,178,0,2815728,1887102,158829,944312,0,179304,0,210176,198275,0,0,0,0,0,0,0,599899,7041823,0,2776833,0,0,0,3,380,0,0,0,9310311,1342,648,0,0,0,633117,0,0,0,0,0,0,1,0,0,0,0,38,16,17,32,0,0,35,0,10,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,0,0,635327,1704,0,27352,0,0,27352,0,0,0,0,0,0,1670730,0,0,0,0,0,0,0,0,0,0,1670730,1670730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
16954,12/31/2020 0:00:00,8896,0,0,0,0,46747340,1133268,164475,52374367,0,46747340,1133268,164475,3,4,0,7,0,0,0,0,62020,3,0,0,0,1,1,0,0,1167950,0,262040,0,0,0,0,0,0,0,0,0,0,0,247392,0,0,0,0,0,0,0,0,774855,10543,111577,421564,17256,19625,300665,0,0,0,0,13023,88682,1294104,0,0,1523545,0,0,0,0,667592,473640,0,0,0,-36853,45,1326,96,3467,170,213,5317,0,0,0,0,5,10,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,1429990,1472752,210539,59185,0,-74499,0,96044,12297,0,0,0,0,0,0,0,871863,8862477,0,10775044,0,0,0,3,2409,0,0,0,4104980,783,636,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,44,12,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816600,0,0,247982,1714,4488,1880,0,0,1880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16979,12/31/2020 0:00:00,8907,0,0,0,0,5915733,0,0,7251842,0,5915733,0,0,1,0,0,1,0,0,0,0,122019,2,0,0,0,0,0,0,0,81283,0,105249,0,0,0,0,0,0,0,0,0,0,0,2008,0,0,0,0,0,0,0,0,97913,0,0,24677,1298,5789,14072,0,0,0,0,2083,9222,78954,0,0,173262,0,0,0,0,0,27291,0,0,0,0,0,7,58,404,0,0,469,0,0,0,0,0,0,0,0,0,25,0,0,0,2,0,0,0,0,0,0,0,186532,165285,7600,21247,0,17831,0,0,1152,0,0,0,0,0,0,0,200,842604,0,4835002,0,0,0,2,0,0,0,0,1327532,1830,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,500000,0,12550,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16989,12/31/2020 0:00:00,8914,0,0,0,0,7629171,234400,0,16124927,0,7629171,234400,0,9,4,1,14,0,0,0,0,62020,3,0,0,0,0,0,0,0,318307,0,239142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192471,0,24996,111271,0,4211,46135,0,0,0,0,4296,22594,1033785,0,0,1781701,0,0,0,0,0,700234,0,0,0,0,40,0,0,1284,0,0,1324,0,0,0,0,0,135,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,557449,489813,19168,51190,0,103007,0,141927,26951,0,0,0,0,0,0,0,0,2053178,0,9818927,0,0,0,0,0,0,0,0,8227614,5102,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3309,9068,5900,400,15368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16993,12/31/2020 0:00:00,8917,0,0,0,0,75499178,14621266,0,105379779,0,75499178,15367266,0,34,3,5,42,0,0,0,0,52020,2,0,0,0,2,0,0,0,4133946,0,293035,0,0,0,0,0,0,0,0,0,0,0,439522,0,0,0,0,0,0,0,0,2121640,12840,269357,591938,42720,394100,430126,0,0,0,0,24958,79000,32847780,0,0,8461220,0,0,0,0,0,3260846,0,0,0,0,533,5785,311,12220,0,0,18852,0,0,0,0,0,106,60,0,0,52,0,0,0,28,2,0,0,0,0,100,0,4426981,3734069,1417766,304743,0,1185156,0,573981,1328,0,0,0,0,0,0,0,1743643,2465692,0,11713524,0,0,0,3,4169,0,0,0,10849013,1029,0,0,0,428416,313,0,0,0,0,0,0,1,0,0,0,0,59,254,0,17,0,0,2,0,15,114,0,0,0,0,0,0,1717,22385637,0,1717,0,22385637,0,3253030,0,0,3253030,9000000,3253030,0,1046212,1520,456447,312228,13483,8636,334347,0,0,0,0,0,3867,0,0,64116,399675,272079,13483,8106,293668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17012,12/31/2020 0:00:00,8924,0,0,0,0,482075015,16391221,8125191,569105878,0,482075026,16391221,8125191,39,6,7,52,0,0,0,0,92020,2,0,0,0,7,6,0,0,13338837,0,2264695,0,0,0,0,0,0,0,0,0,0,0,3616814,0,0,0,0,0,0,0,0,12376862,150788,2135392,3024688,920484,1321899,2689259,0,0,0,0,126167,174982,101188889,0,0,30187859,0,0,0,0,8543054,8656650,0,0,369,0,4257,31177,1284,55716,926,1285,94646,0,0,0,0,15,19,0,0,5,49,0,0,0,179,5,0,0,0,0,5,0,15603532,14045093,13481899,958439,0,4606471,0,0,16767,0,0,0,0,0,0,532480337,12791021,67354744,0,78888105,0,0,0,3,25843,0,0,0,54286803,1019,0,226482751,0,27500,297000,0,0,0,0,0,0,1,0,0,0,0,1010,711,18,39,0,0,20,0,892,612,0,2,0,0,0,0,3060,66479217,0,0,3060,0,66479217,0,0,0,0,43390334,0,0,343680,1678,11706,17816,6950,0,24766,0,0,0,0,0,557084,112793,0,0,120440,29883,0,11497,41380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,1,3,7,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
17014,12/31/2020 0:00:00,8925,0,0,0,0,4591382,0,0,5256489,0,4591382,0,0,0,0,0,0,0,0,0,0,82020,2,0,0,0,0,1,0,0,119089,0,28226,0,0,0,0,0,0,0,0,0,0,0,546,0,0,0,0,0,0,0,0,67620,0,9337,13380,0,3120,0,0,0,0,0,3588,6000,602840,0,0,1119076,0,0,0,0,0,404358,0,0,0,0,55,0,0,602,0,0,657,0,0,0,0,0,20,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,147315,134089,546,10029,0,31590,0,0,622,0,0,0,0,0,0,0,50,1547441,0,1288836,0,0,1,0,0,0,0,0,656711,1249,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17017,12/31/2020 0:00:00,8928,0,0,0,0,196778324,1281338,408350,222153796,0,196778324,1281338,408350,16,3,1,20,0,0,0,0,122019,3,0,0,0,5,1,0,0,6074149,0,651369,0,0,0,0,0,0,0,0,0,0,0,743905,0,0,0,0,0,0,0,0,3691124,35191,0,1151898,91080,550991,223316,0,0,0,0,50780,56160,20865156,0,0,30140022,0,0,0,0,3744510,6692515,0,0,-1782,0,178,9434,208,17279,0,300,27399,0,0,0,0,50,70,0,806,5,40,0,0,0,39,0,0,0,0,0,0,0,6725518,5947787,1750714,548884,0,1847961,0,0,0,0,0,0,0,0,0,0,293467,26901972,0,40919644,0,0,0,2,0,0,0,0,22184715,998,641,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,181,159,21,19,0,0,0,0,157,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51545719,0,0,322573,1609,71307,29710,0,0,29710,0,0,0,0,0,213727,0,0,47281,0,0,0,0,0,578631,35084,27441,0,62525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17023,12/31/2020 0:00:00,8931,0,0,0,0,2428087,0,0,3107908,0,2428087,0,0,0,1,0,1,0,0,0,0,92020,2,0,0,0,0,0,0,0,31878,0,39197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29806,0,0,9073,0,1249,1936,0,0,0,0,779,7777,127415,0,0,180884,0,0,0,0,0,262977,0,0,0,0,0,0,0,313,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,71075,66699,0,4629,0,16079,1000,0,0,0,0,0,0,0,0,0,0,281135,0,2223000,0,0,0,1,0,0,0,0,674949,2171,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,0,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17040,12/31/2020 0:00:00,8940,0,0,0,0,37249512,682988,493494,43694125,0,37249512,682988,493494,16,0,0,16,0,0,0,0,62020,3,0,0,0,2,5,0,0,1428207,0,236469,0,0,0,0,0,0,0,0,0,0,0,223195,0,0,0,0,0,0,0,0,750032,10494,67617,104435,80502,77448,425310,0,0,0,0,10184,23829,9357369,0,0,3742190,0,0,0,0,843723,2176331,0,0,0,0,102,2392,49,5500,0,130,8173,0,0,0,0,20,40,0,0,0,35,0,0,0,12,3,0,0,0,0,0,0,1664676,1456147,542610,88319,0,448906,0,110000,5265,0,0,0,0,0,0,0,628091,429289,0,16432381,0,0,0,3,2177,0,0,0,4842321,1108,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,5,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500000,0,0,1127632,1736.2,10054,3835,0,0,3835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17057,12/31/2020 0:00:00,8949,0,0,0,0,104053379,2785569,1014807,128227854,0,104053379,2785569,1014807,20,6,9,35,0,0,0,0,122019,3,0,0,0,5,0,0,0,3595489,0,640557,0,0,0,0,0,0,0,0,0,0,0,447571,0,0,0,0,0,0,0,0,2242853,212,297113,837603,20096,206865,61615,0,0,0,0,32628,125556,18794642,0,0,6653009,0,0,0,0,0,1882139,0,0,29094,14400,390,4436,396,9879,350,651,16102,0,0,0,0,19,92,77129,0,1,32,0,0,0,27,2,0,0,0,0,0,0,4432402,3852633,775835,269769,0,803927,0,1000000,491,0,0,0,0,0,127778269,0,928650,19517791,0,28258959,0,0,0,3,3543,0,0,0,19776873,1547,0,0,0,90000,116782,0,0,0,0,0,0,1,0,0,0,0,18,90,0,0,0,2,164,0,0,21,0,0,0,0,4,0,1047,11126457,0,1047,0,11126457,0,0,0,0,0,28488700,0,0,204688,1710,126009,8650,2176,1725,12551,0,0,0,0,0,33437,331971,0,72319,324879,59262,24823,30762,114847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0
17067,12/31/2020 0:00:00,8954,0,0,0,0,2239654,38463,0,3106904,0,2239654,38463,0,3,0,0,3,0,0,0,0,52020,3,0,0,0,0,0,0,0,58936,0,10879,0,0,0,0,0,0,0,0,0,0,0,6354,0,0,0,0,0,0,0,0,49141,0,1680,22979,1560,5030,53154,0,0,0,0,769,2571,342983,0,0,351031,0,0,0,0,0,106004,0,0,0,123228,17,2,0,744,0,0,763,0,0,0,0,0,102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,69815,83692,134217,4813,0,81025,0,500,0,0,0,0,0,0,0,0,0,1154282,0,850500,0,0,0,3,1,0,0,0,644032,2072,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000,0,0,26806,1789,0,7511,0,0,7511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17100,12/31/2020 0:00:00,8972,0,0,0,0,108732711,663423,234212,118468508,0,108732711,663423,234212,2,3,0,5,0,0,0,0,62020,3,0,0,0,2,2,0,0,2089162,0,652344,0,0,0,0,0,0,0,0,0,0,0,568573,0,0,0,0,0,0,0,0,1797670,7819,319132,367948,82378,66417,1047885,0,0,0,0,26972,72147,18996824,0,0,11508136,0,0,0,0,1251394,1160241,0,0,0,1275,104,5844,268,9793,444,474,16927,0,0,0,0,10,30,0,0,5,5,0,0,0,27,0,0,0,0,0,0,0,2741506,2520813,1695893,61525,0,428338,0,156358,0,0,0,0,0,115336497,0,0,2016836,17146556,0,47954170,0,0,0,3,6137,0,0,0,8465624,733,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,77,0,0,0,0,0,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500000,0,0,81091,1632,2904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17105,12/31/2020 0:00:00,8976,0,0,0,0,864695,0,0,1070538,0,864695,0,0,4,1,1,6,0,0,0,0,22020,2,0,0,0,0,0,0,0,40693,0,966,0,0,0,0,0,0,0,0,0,0,0,2960,0,0,0,0,0,0,0,0,16406,0,0,10599,0,938,3232,0,0,0,0,0,644,120642,0,0,278656,0,0,0,0,0,66376,0,0,0,0,0,0,0,301,0,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,41659,35943,7905,4216,0,12029,0,0,1095,0,0,0,0,0,0,0,0,520422,0,0,0,0,0,0,0,0,0,0,201829,1885,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6531,1628,0,8159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17107,12/31/2020 0:00:00,8977,0,0,0,0,110136999,6225732,2731172,152115936,0,119668141,11432732,2980172,2,0,0,2,0,0,0,0,122019,2,0,0,0,0,0,0,0,3731232,0,1468187,0,0,0,0,0,0,0,0,0,0,0,116580,0,0,0,0,0,0,0,0,2106486,14468,349732,467986,44343,114792,75637,0,4982,0,0,40981,19037,53204,0,0,208578,0,0,0,0,500464,165380,0,0,0,17255,972,2344,531,5858,150,175,10092,0,0,0,0,30,45,0,0,0,100,0,0,0,25,9,0,0,0,0,138,0,5199419,3768832,224852,1410322,0,755240,0,333334,0,0,0,0,0,0,0,0,567780,4745301,0,56786055,0,0,0,3,2507,0,0,0,17224811,1132,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36,14,106,54,0,0,96,0,5,1,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16670000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
17112,12/31/2020 0:00:00,8978,0,0,0,0,4914902,0,0,6288410,0,4914902,0,0,1,0,4,5,0,0,0,0,92020,3,0,0,0,0,0,0,0,178904,0,41835,0,0,0,0,0,0,0,0,0,0,0,6417,0,0,0,0,0,0,0,0,92879,0,11825,43528,0,2350,10690,0,2791,0,0,1479,30,650708,0,0,1243883,0,0,0,0,0,1057969,0,0,0,0,0,0,0,853,0,0,853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,220739,223889,6417,14650,0,64734,0,13000,0,0,0,0,0,0,0,0,0,816971,0,2482678,0,0,0,1,0,0,0,0,1373508,2184,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,0,0,0,0,586,840,0,6849,7689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
